continent,location,date,total_cases,total_deaths,total_vaccinations,population
Africa,Zambia,30/09/2020,14759,332,,18920657
Africa,Zambia,31/12/2020,20725,388,,18920657
Africa,Zambia,31/03/2021,88418,1208,,18920657
Africa,Zambia,30/06/2021,154948,2199,154819,18920657
Africa,Zambia,30/09/2021,209046,3648,731450,18920657
Africa,Zambia,31/12/2021,254274,3734,1730165,18920657
Africa,Zambia,31/03/2022,316850,3966,3431038,18920657
Africa,Zimbabwe,31/03/2020,8,1,,15092171
Africa,Zimbabwe,30/06/2020,591,7,,15092171
Africa,Zimbabwe,30/09/2020,7838,228,,15092171
Africa,Zimbabwe,31/12/2020,13867,363,,15092171
Africa,Zimbabwe,31/03/2021,36882,1523,92426,15092171
Africa,Zimbabwe,30/06/2021,49864,1789,1332416,15092171
Africa,Zimbabwe,30/09/2021,130820,4623,5346026,15092171
Africa,Zimbabwe,31/12/2021,213258,5004,7264791,15092171
Africa,Zimbabwe,31/03/2022,246286,5444,9368822,15092171
