location;date;total_cases;new_cases;total_deaths;total_vaccinations
World;23.01.2020;657.0;100.0;18.0;
World;24.01.2020;944.0;287.0;26.0;
World;25.01.2020;1437.0;493.0;42.0;
World;26.01.2020;2120.0;683.0;56.0;
World;27.01.2020;2929.0;809.0;82.0;
World;28.01.2020;5580.0;2651.0;131.0;
World;29.01.2020;6169.0;589.0;133.0;
World;30.01.2020;8237.0;2068.0;171.0;
World;31.01.2020;9927.0;1690.0;213.0;
World;01.02.2020;12038.0;2111.0;259.0;
World;02.02.2020;16787.0;4749.0;362.0;
World;03.02.2020;19887.0;3100.0;426.0;
World;04.02.2020;23899.0;4012.0;492.0;
World;05.02.2020;27644.0;3745.0;564.0;
World;06.02.2020;30806.0;3162.0;634.0;
World;07.02.2020;34400.0;3594.0;719.0;
World;08.02.2020;37131.0;2731.0;806.0;
World;09.02.2020;40162.0;3031.0;906.0;
World;10.02.2020;42771.0;2609.0;1013.0;
World;11.02.2020;44814.0;2043.0;1113.0;
World;12.02.2020;45232.0;418.0;1118.0;
World;13.02.2020;60384.0;15152.0;1371.0;
World;14.02.2020;66912.0;6528.0;1523.0;
World;15.02.2020;69055.0;2143.0;1666.0;
World;16.02.2020;71238.0;2183.0;1770.0;
World;17.02.2020;73273.0;2035.0;1868.0;
World;18.02.2020;75155.0;1882.0;2008.0;
World;19.02.2020;75655.0;500.0;2123.0;
World;20.02.2020;76216.0;561.0;2248.0;
World;21.02.2020;76846.0;630.0;2252.0;
World;22.02.2020;78608.0;1762.0;2459.0;
World;23.02.2020;78990.0;382.0;2470.0;
World;24.02.2020;79558.0;568.0;2630.0;
World;25.02.2020;80412.0;854.0;2710.0;
World;26.02.2020;81384.0;973.0;2771.0;
World;27.02.2020;82728.0;1344.0;2814.0;
World;28.02.2020;84152.0;1424.0;2873.0;
World;29.02.2020;86024.0;1872.0;2943.0;
World;01.03.2020;88403.0;2379.0;2997.0;
World;02.03.2020;90383.0;1980.0;3086.0;
World;03.03.2020;92995.0;2612.0;3160.0;
World;04.03.2020;95317.0;2322.0;3255.0;
World;05.03.2020;98028.0;2711.0;3348.0;
World;06.03.2020;101958.0;3930.0;3461.0;
World;07.03.2020;106089.0;4131.0;3566.0;
World;08.03.2020;109943.0;3854.0;3807.0;
World;09.03.2020;114266.0;4323.0;3997.0;
World;10.03.2020;119052.0;4786.0;4273.0;
World;11.03.2020;126530.0;7506.0;4618.0;
World;12.03.2020;133284.0;6754.0;4929.0;
World;13.03.2020;146481.0;13197.0;5419.0;
World;14.03.2020;157371.0;10890.0;5843.0;
World;15.03.2020;168607.0;11236.0;6491.0;
World;16.03.2020;183177.0;14570.0;7177.0;
World;17.03.2020;198358.0;15181.0;7988.0;
World;18.03.2020;215926.0;17568.0;8905.0;
World;19.03.2020;243021.0;27095.0;10015.0;
World;20.03.2020;272562.0;29543.0;11508.0;
World;21.03.2020;305006.0;32450.0;13238.0;
World;22.03.2020;339222.0;34216.0;14923.0;
World;23.03.2020;381780.0;42558.0;16891.0;
World;24.03.2020;423673.0;41908.0;19207.0;
World;25.03.2020;475170.0;51497.0;22038.0;
World;26.03.2020;535986.0;60816.0;25065.0;
World;27.03.2020;599929.0;63943.0;28545.0;
World;28.03.2020;669517.0;69588.0;32387.0;
World;29.03.2020;726038.0;56521.0;35853.0;
World;30.03.2020;791074.0;65036.0;39907.0;
World;31.03.2020;869487.0;78413.0;44667.0;
World;01.04.2020;951194.0;81707.0;50699.0;
World;02.04.2020;1033632.0;82439.0;56609.0;
World;03.04.2020;1117788.0;84156.0;62835.0;
World;04.04.2020;1178055.0;77344.0;68800.0;
World;05.04.2020;1250221.0;72166.0;74110.0;
World;06.04.2020;1324739.0;74518.0;79980.0;
World;07.04.2020;1393559.0;72314.0;88328.0;
World;08.04.2020;1475559.0;82000.0;95155.0;
World;09.04.2020;1562312.0;86753.0;103033.0;
World;10.04.2020;1648836.0;86524.0;110589.0;
World;11.04.2020;1724280.0;75444.0;117112.0;
World;12.04.2020;1843305.0;119046.0;122960.0;
World;13.04.2020;1915034.0;71729.0;129014.0;
World;14.04.2020;1999484.0;84450.0;136222.0;
World;15.04.2020;2077274.0;77790.0;144596.0;
World;16.04.2020;2171698.0;94424.0;152067.0;
World;17.04.2020;2259530.0;87832.0;160633.0;
World;18.04.2020;2337754.0;78225.0;167030.0;
World;19.04.2020;2414437.0;76683.0;172470.0;
World;20.04.2020;2490359.0;75922.0;178373.0;
World;21.04.2020;2566601.0;76242.0;185755.0;
World;22.04.2020;2648554.0;81953.0;192809.0;
World;23.04.2020;2731163.0;84318.0;199719.0;
World;24.04.2020;2815203.0;94074.0;206664.0;
World;25.04.2020;2898693.0;83490.0;212616.0;
World;26.04.2020;2969567.0;70875.0;216912.0;
World;27.04.2020;3040503.0;70936.0;221789.0;
World;28.04.2020;3116311.0;75808.0;228575.0;
World;29.04.2020;3193680.0;78824.0;235531.0;
World;30.04.2020;3277520.0;83840.0;241602.0;
World;01.05.2020;3366543.0;89023.0;247143.0;
World;02.05.2020;3444923.0;78547.0;253013.0;
World;03.05.2020;3519082.0;74175.0;256876.0;
World;04.05.2020;3596471.0;77395.0;261244.0;
World;05.05.2020;3676093.0;79622.0;267485.0;
World;06.05.2020;3766623.0;90530.0;274237.0;
World;07.05.2020;3855290.0;90250.0;279913.0;
World;08.05.2020;3945747.0;91937.0;285838.0;
World;09.05.2020;4030301.0;84554.0;290458.0;
World;10.05.2020;4105566.0;75265.0;294511.0;
World;11.05.2020;4181561.0;76052.0;298341.0;
World;12.05.2020;4266854.0;85313.0;304220.0;
World;13.05.2020;4351217.0;84364.0;309676.0;
World;14.05.2020;4446863.0;95647.0;315312.0;
World;15.05.2020;4543215.0;96352.0;321035.0;
World;16.05.2020;4637288.0;94073.0;325587.0;
World;17.05.2020;4715736.0;78448.0;329173.0;
World;18.05.2020;4804792.0;89056.0;333307.0;
World;19.05.2020;4900580.0;95997.0;338437.0;
World;20.05.2020;5005995.0;105415.0;343833.0;
World;21.05.2020;5111776.0;105885.0;348785.0;
World;22.05.2020;5219019.0;107243.0;354477.0;
World;23.05.2020;5323433.0;104414.0;358857.0;
World;24.05.2020;5416698.0;93704.0;362344.0;
World;25.05.2020;5504833.0;88507.0;363850.0;
World;26.05.2020;5597702.0;92869.0;368472.0;
World;27.05.2020;5700219.0;102517.0;373833.0;
World;28.05.2020;5819869.0;119650.0;378864.0;
World;29.05.2020;5941522.0;121653.0;384026.0;
World;30.05.2020;6076927.0;135405.0;388320.0;
World;31.05.2020;6179943.0;103016.0;391463.0;
World;01.06.2020;6280208.0;100265.0;395099.0;
World;02.06.2020;6403344.0;123783.0;400387.0;
World;03.06.2020;6514603.0;114485.0;406058.0;
World;04.06.2020;6652697.0;138094.0;411492.0;
World;05.06.2020;6786359.0;133662.0;416625.0;
World;06.06.2020;6915803.0;129444.0;420730.0;
World;07.06.2020;7026835.0;111032.0;423857.0;
World;08.06.2020;7129872.0;103037.0;428190.0;
World;09.06.2020;7256198.0;126326.0;433302.0;
World;10.06.2020;7393320.0;137122.0;438737.0;
World;11.06.2020;7529146.0;135826.0;443825.0;
World;12.06.2020;7656622.0;127476.0;448555.0;
World;13.06.2020;7790556.0;133934.0;452961.0;
World;14.06.2020;7922448.0;131892.0;456620.0;
World;15.06.2020;8047265.0;124817.0;460606.0;
World;16.06.2020;8191446.0;144181.0;467737.0;
World;17.06.2020;8334616.0;143170.0;473218.0;
World;18.06.2020;8477338.0;142722.0;478547.0;
World;19.06.2020;8658398.0;181208.0;484899.0;
World;20.06.2020;8844238.0;185840.0;489338.0;
World;21.06.2020;8937277.0;112835.0;493926.0;
World;22.06.2020;9079423.0;142147.0;497724.0;
World;23.06.2020;9247793.0;168373.0;503301.0;
World;24.06.2020;9419201.0;171408.0;508777.0;
World;25.06.2020;9598659.0;179458.0;513858.0;
World;26.06.2020;9791108.0;192449.0;518942.0;
World;27.06.2020;9967439.0;176331.0;523637.0;
World;28.06.2020;10135905.0;168875.0;527214.0;
World;29.06.2020;10288365.0;152460.0;531235.0;
World;30.06.2020;10472251.0;183886.0;536465.0;
World;01.07.2020;10687168.0;214917.0;541846.0;
World;02.07.2020;10891832.0;204664.0;547321.0;
World;03.07.2020;11094315.0;202484.0;552561.0;
World;04.07.2020;11283947.0;189632.0;557326.0;
World;05.07.2020;11469945.0;185998.0;561124.0;
World;06.07.2020;11637753.0;167808.0;565345.0;
World;07.07.2020;11847466.0;209713.0;571728.0;
World;08.07.2020;12062556.0;215090.0;577360.0;
World;09.07.2020;12286747.0;224191.0;583169.0;
World;10.07.2020;12519962.0;233215.0;588913.0;
World;11.07.2020;12732780.0;212818.0;594014.0;
World;12.07.2020;12925626.0;192846.0;598300.0;
World;13.07.2020;13119845.0;194219.0;602681.0;
World;14.07.2020;13341074.0;221229.0;608671.0;
World;15.07.2020;13570286.0;229212.0;614568.0;
World;16.07.2020;13815239.0;244953.0;620739.0;
World;17.07.2020;14052708.0;237469.0;627739.0;
World;18.07.2020;14288039.0;235331.0;634243.0;
World;19.07.2020;14499871.0;211832.0;639137.0;
World;20.07.2020;14707829.0;207958.0;643061.0;
World;21.07.2020;14951038.0;243319.0;649415.0;
World;22.07.2020;15226180.0;275160.0;656792.0;
World;23.07.2020;15505953.0;279774.0;663436.0;
World;24.07.2020;15789679.0;283726.0;669890.0;
World;25.07.2020;16039691.0;250012.0;675968.0;
World;26.07.2020;16251711.0;212020.0;680324.0;
World;27.07.2020;16485831.0;234124.0;685612.0;
World;28.07.2020;16750221.0;264390.0;692551.0;
World;29.07.2020;17020449.0;270228.0;699208.0;
World;30.07.2020;17302211.0;281762.0;705958.0;
World;31.07.2020;17589879.0;287668.0;712550.0;
World;01.08.2020;17836306.0;246427.0;718556.0;
World;02.08.2020;18067136.0;230830.0;723217.0;
World;03.08.2020;18272984.0;205849.0;728022.0;
World;04.08.2020;18538557.0;265573.0;735197.0;
World;05.08.2020;18813730.0;275173.0;742586.0;
World;06.08.2020;19100571.0;286841.0;749411.0;
World;07.08.2020;19383156.0;282585.0;756152.0;
World;08.08.2020;19648551.0;265395.0;762169.0;
World;09.08.2020;19881651.0;233102.0;767343.0;
World;10.08.2020;20114840.0;233189.0;772711.0;
World;11.08.2020;20380688.0;265849.0;779332.0;
World;12.08.2020;20655625.0;274937.0;786274.0;
World;13.08.2020;20945934.0;290325.0;793069.0;
World;14.08.2020;21253047.0;307113.0;799652.0;
World;15.08.2020;21502142.0;249095.0;805667.0;
World;16.08.2020;21712266.0;210166.0;810459.0;
World;17.08.2020;21924990.0;212724.0;815079.0;
World;18.08.2020;22184540.0;259550.0;822136.0;
World;19.08.2020;22461840.0;277300.0;828541.0;
World;20.08.2020;22733307.0;271467.0;834980.0;
World;21.08.2020;22994958.0;261651.0;840722.0;
World;22.08.2020;23258878.0;263920.0;846516.0;
World;23.08.2020;23461640.0;202762.0;850839.0;
World;24.08.2020;23689588.0;228048.0;855662.0;
World;25.08.2020;23935090.0;245502.0;862222.0;
World;26.08.2020;24216533.0;281443.0;868769.0;
World;27.08.2020;24503869.0;287336.0;874984.0;
World;28.08.2020;24787980.0;285459.0;880799.0;
World;29.08.2020;25048738.0;260758.0;886591.0;
World;30.08.2020;25268438.0;219700.0;890854.0;
